Num. Colegiado;Nombre;Apellido 1;Apellido 2;Telefono;Especialidad;Horario;
733144151;Joel;Aguirre;Verduzco;+34 915 57 4278;5;2;
389519167;Antonio;Salgado;Armas;+34 988913835;2;2;
920102810;Naiara;Rivera;Marrero;+34 965-71-4949;2;4;
842613947;Ismael;Calvillo;Meraz;914-14-2578;5;2;
145412742;Marcos;Varela;Quintero;+34 969-561092;4;1;
890861416;Helena;Arredondo;Montemayor;+34 923-853655;4;1;
357190428;Gabriel;Vila;Barrientos;926-58-2591;5;4;
101367426;Pablo;Cobo;Asensio;993545266;4;3;
585050953;Joel;Valencia;Piñeiro;920 57 8292;5;3;
817413189;Iván;Gallegos;Arevalo;996 82 4274;5;2;
143616944;César;Clemente;Posada;+34 953-63-4819;2;1;
574118504;Alberto;Curiel;Gamboa;961392945;4;1;
900858321;Biel;Collazo;Rojas;922-86-2099;3;1;
322698475;Naia;García;Asensio;922 099366;3;3;
626290084;Nahia;Expósito;Porras;+34 957 85 5646;5;4;
739784771;Valeria;Roca;Echevarría;993031566;3;3;
816499191;Cristina;Crespo;Ybarra;+34 939-506091;1;1;
543117669;Jaime;Olvera;Oliver;+34 995040341;2;1;
31242901;Jaime;Romo;Galarza;+34 973-31-5393;2;4;
328616821;Enrique;Martos;Jasso;987240942;2;3;
573092251;Izan;Saldivar;Castaño;+34 954270431;2;4;
254627466;Ana;Rico;Jaime;957-83-8293;5;3;
642329828;Luna;Garza;Griego;975-053712;1;3;
48822774;Silvia;Zamora;Zarate;900-777865;5;3;
556119591;Blanca;Dueñas;Matos;919-682690;2;3;
715510037;Encarnación;Saldaña;Martínez;+34 900 074280;1;1;
351027457;Yaiza;Carrero;Calvo;+34 980 630480;5;3;
257728742;Elsa;Aguado;Girón;921522358;2;2;
369779055;Aitor;Moya;Delatorre;+34 921-13-5525;2;3;
213786686;María Dolores;Griego;Echevarría;+34 931 493820;1;1;
14811987;Marcos;Rolón;Saldivar;977 918533;1;2;
860180756;Fátima;Mercado;Gutiérrez;+34 991-90-0474;3;3;
432326006;Cristian;Puig;Rodarte;935 466784;2;4;
4144366;Raquel;Ulibarri;Quiñónez;962 27 0109;5;2;
20522639;Saúl;Pereira;Silva;+34 948-96-7060;2;2;
611899685;Dario;Jurado;Riera;985 783202;2;1;
515552506;Eva;Olivas;Verduzco;923-23-0857;2;1;
933135720;Eric;Corral;Olmos;+34 932 93 3765;3;2;
424673793;José;Núñez;Cervantes;980-99-1442;3;1;
72895132;Ana Isabel;Pabón;Cisneros;912-35-9109;1;2;
39086613;Laia;Hernández;Paz;963881793;2;3;
108176893;Miguel;Villa;Aragón;+34 913 070533;2;4;
338344008;Eva;Martos;Longoria;+34 947-03-1668;5;2;
515708792;Lorena;Prado;Tamayo;+34 902 737281;4;1;
602664215;Laia;Padilla;Bustos;+34 939 17 1369;1;3;
978817903;Saúl;Garay;Terrazas;951 09 0928;1;3;
3140669;Rosa María;Almaráz;Sánchez;+34 977627283;1;1;
44717106;Saúl;Mateo;Mateos;+34 952 275466;5;3;
483176443;Ángeles;Redondo;Orellana;+34 950-36-4219;1;2;
976915329;Aleix;Solorzano;Gámez;930-79-5479;2;1;
295771032;Ana María;Quintanilla;Carrera;+34 980 08 7376;4;3;
966813972;Alejandro;Galván;Montenegro;+34 939-615465;4;3;
118840766;Bruno;Nieto;Ruíz;+34 976061885;3;2;
743852964;Inés;Gastélum;Narváez;970 823469;5;1;
546801795;Omar;Alonzo;Ávalos;+34 919585007;4;2;
800479476;Isaac;Abrego;Cavazos;+34 951 385428;1;3;
694181346;Alejandra;Perales;Monroy;927-625669;1;3;
434313099;Jon;Calvo;Ceballos;960392529;4;2;
91920739;Mateo;Barreto;Riojas;+34 981 997619;5;3;
653602333;Cristina;Escribano;Palomo;+34 945 600524;4;2;
305922531;Teresa;Varela;Valles;908 621665;2;2;
549584608;Ángela;Naranjo;Aguirre;+34 932 59 0783;3;3;
385961155;Mar;Polo;Suárez;+34 968 59 0029;1;2;
69834422;Andrea;Olmos;Palomo;909-450452;3;1;
533586784;Omar;Martín;Jasso;+34 993-915610;1;2;
919545700;Óscar;Alonzo;Cedillo;+34 940-35-1648;1;4;
421085431;Irene;Reyes;Ortíz;+34 951-27-6401;4;2;
557419973;Cristian;Villalba;Piñeiro;980 70 8358;4;3;
54254311;Ona;Feliciano;Sandoval;943581308;4;2;
538241770;Isabel;Zavala;Luevano;936 063156;1;4;
502230986;Berta;Sanabria;Valero;957-572559;2;3;
651075144;Guillem;Flórez;Apodaca;+34 929480941;1;4;
81726661;Aleix;Miramontes;Gil;+34 917-60-4592;5;4;
740454792;Olivia;Badillo;Saldaña;989 820240;3;3;
991444119;Fátima;Paredes;Burgos;958 487218;1;1;
848974786;Sara;Alanis;Jaimes;+34 919444955;2;3;
495927901;Javier;Galarza;Alonzo;930-790568;1;4;
312501476;Nahia;Alonso;Casado;959 99 2831;2;1;
312489591;Andrés;Vergara;Más;929588676;4;4;
514279469;Verónica;Perales;Andrés;+34 966-79-2614;4;3;
831515302;Hugo;Mares;Alemán;977 639941;2;1;
381522165;Valentina;Ibáñez;Preciado;+34 903 04 8881;2;1;
520645467;Pilar;Villaseñor;Aparicio;+34 942-747714;3;1;
734164054;Nerea;Ulibarri;Puga;+34 940-790400;3;3;
428138645;José Manuel;Galarza;Sisneros;987-828357;4;1;
564881095;Ana María;Luis;Reyes;955 93 9347;2;4;
520895433;Héctor;Rojo;Raya;973-42-2130;4;4;
686779253;Rosa María;Pacheco;Barreto;912266130;5;3;
888177359;Marc;Villanueva;Zapata;+34 945691752;3;2;
435302651;Ainara;Valdez;Puga;935-89-3679;3;3;
94495105;Andrés;Vicente;Crespo;932 70 2796;5;2;
496390517;Valeria;Salcido;Padrón;+34 916-176494;4;3;
810191342;Juan;Meraz;Guzmán;+34 915538370;4;4;
688701797;Gerard;Rodríquez;Solorzano;957-764511;5;4;
899923173;Asier;Medina;Delvalle;982265869;3;2;
616403779;José Antonio;Ballesteros;Abrego;+34 902 60 4556;1;2;
244957325;Rubén;Mateos;Concepción;+34 996 689313;2;1;
658056434;Oliver;Álvarez;Castillo;+34 943 43 1680;4;2;
823494323;Diego;Puig;Delao;972-19-0082;1;4;
99878822;Juan;Rolón;Posada;948925405;1;2;
280737307;Clara;Gracia;Robles;979364522;5;2;
331385672;Nerea;Garay;Briseño;954-60-5900;3;2;
691720731;Carlos;Hernándes;Piñeiro;+34 913 62 0137;2;1;
189545304;Ainhoa;Toro;Alcaráz;937 811741;5;1;
65143942;Isabel;Requena;Posada;918 95 2722;5;3;
59011096;Rosa María;Polo;Araña;+34 974739380;4;1;
922869865;Dario;Niño;Zarate;+34 971 137543;4;1;
786416829;Ainara;Espinosa;Soria;922144641;1;2;
177470811;Martín;Aguilar;Laboy;901-59-8565;2;2;
22300730;Nahia;Hinojosa;Camacho;942-47-8504;5;3;
13038304;Sara;Gámez;Villegas;966 93 5558;4;1;
865443255;David;Loya;Mateos;984-97-1696;1;2;
224268605;Marc;Zavala;Vidal;956-919196;3;2;
261539018;Lara;Cervántez;Caro;917-879708;2;4;
647097624;Erik;Alonzo;Zapata;+34 939059786;1;2;
45603804;Fernando;Feliciano;Orta;917 74 3313;3;1;
673793726;Diego;Reynoso;Chacón;963 96 8420;4;3;
550323098;Bruno;Lorenzo;Castaño;+34 902 96 9175;2;1;
75333379;Manuel;Otero;Saldaña;+34 939-10-2184;3;3;
212957305;Ismael;Piña;Carrero;972-490539;4;3;
780528288;Biel;Palomo;Fuentes;973 762154;5;3;
807892542;Mateo;Cabello;Font;+34 904-543379;3;2;
553615464;Cristian;Galarza;Luján;+34 905776512;4;3;
197234019;Marcos;Terán;Marco;+34 941-348375;1;2;
946863904;Luna;Gonzáles;Hinojosa;+34 992-00-4760;1;3;
416585112;Blanca;Garrido;Rey;906846743;5;2;
114843531;Ángel;Vela;Bonilla;971-584196;3;3;
24868299;Vega;Linares;Jiménez;973 70 0050;4;4;
303080290;Jaime;Morales;Meléndez;984 028447;2;3;
893978044;Lara;Chacón;Deleón;+34 965 724964;4;2;
280276936;Alejandra;Barajas;Tamez;927905076;2;1;
658119981;Pol;Córdoba;Escobedo;+34 957-637844;1;3;
305719649;Jon;Badillo;Beltrán;+34 932847078;5;2;
60976913;Oriol;Vélez;Villar;+34 913 99 6665;4;1;
437772969;Helena;Manzano;Granado;972 06 0816;4;2;
706178726;Nora;Ocasio;Ros;994-13-3743;3;2;
755744472;José;Montero;Corral;960991985;4;1;
70218777;Gonzalo;Pichardo;Muro;949 70 1763;1;3;
709957068;Juan José;Cárdenas;Mateos;+34 974 28 1461;4;4;
996725261;Julia;Guevara;Cortés;+34 991 751704;5;3;
395222424;Álvaro;Lebrón;Matías;901796530;4;4;
140335325;Lucía;Ponce;Ortega;+34 902 107756;4;1;
687882395;Ana;Camarillo;Atencio;+34 980168505;3;4;
766771147;Alexia;Aragón;González;+34 968 543557;1;3;
871249084;Jon;Vicente;Rico;906999860;3;4;
537939856;Ian;Ocampo;Gutiérrez;+34 923-60-2190;3;1;
282387232;Gabriel;Carrero;Soria;988 422857;5;4;
700583723;Naiara;Bahena;Robles;906 41 4220;2;2;
375949495;Daniela;Mondragón;Gurule;917 679691;1;4;
373287035;Eduardo;Quiñones;Abeyta;953131003;3;1;
730604499;Gael;Marco;Montenegro;963381080;1;3;
235251519;Rafael;Rodrigo;Tijerina;+34 938141435;3;1;
218161152;Izan;Zamudio;Hernández;+34 985 93 9653;2;1;
454829622;María Dolores;Santacruz;Bautista;+34 980-44-5252;3;1;
676246268;Inés;Escalante;Nevárez;+34 944 099104;4;2;
679046949;Ana Isabel;Serrano;Garibay;+34 936 56 3485;4;3;
463266670;Erik;Mora;Abeyta;+34 989 616650;4;4;
817964324;Celia;Barraza;Cervántez;949346430;5;2;
218339920;Alejandro;Acosta;Delgado;989-935703;5;2;
423604437;Pedro;Costa;Brito;926-33-1775;4;1;
134556284;Carla;Soler;Mateos;915390928;5;2;
301108482;Saúl;Loera;Delarosa;+34 917-285139;4;3;
796612126;Carmen;Rico;Ceja;988 969703;1;3;
910501296;Alba;Cerda;Villalobos;+34 914-913336;2;1;
960795938;Andrés;Montoya;Simón;994-878908;3;1;
575126359;José Manuel;Delarosa;Escribano;+34 965 92 8053;5;1;
987099118;Patricia;Rendón;De la Cruz;+34 969-118512;3;1;
737497380;Margarita;Botello;Paz;926 161627;3;3;
477495274;José Manuel;Cotto;Méndez;949131293;2;3;
346049201;Andrea;Montalvo;Rangel;910-118778;3;3;
69648695;Sonia;Velasco;Zapata;918-241083;4;2;
953997946;Alejandro;Escudero;Villalobos;+34 917632177;4;1;
802754086;Ainara;Pulido;Sisneros;+34 934 902156;2;3;
448677157;Marc;Leiva;Saldaña;970-96-8765;1;1;
491131810;Iván;Treviño;Orosco;+34 982 140038;2;4;
180518567;Juana;Caro;Carreón;+34 959-53-1690;5;2;
565924922;Ignacio;Villalpando;Sanz;985-684533;4;3;
805141050;Margarita;Narváez;Corrales;945415241;1;4;
490889620;Joel;Centeno;Valle;926 259805;2;1;
452339550;Fernando;Lázaro;Delarosa;941 213020;4;2;
102336732;Abril;Mora;Corona;+34 923 625347;5;2;
593137457;Esther;Báez;Henríquez;909-690554;4;4;
858368918;Aaron;Loera;Nájera;+34 957 171083;1;2;
727767079;Pablo;Alcala;Cárdenas;947-99-3142;4;1;
819582801;Ángel;Ramón;Cabrera;950 55 9123;3;1;
645695893;Inmaculada;Cervántez;Berríos;+34 980-306241;4;2;
472501317;Isabel;Esquibel;Cardona;954-217384;4;3;
977900357;Arnau;Rosa;Garica;962-72-6957;3;4;
636748;María Carmen;Montañez;Grijalva;939 616606;2;2;
699707129;Marcos;Romero;Olivas;912-66-4593;1;3;
404120390;Enrique;Mireles;Santamaría;985-88-7850;5;3;
411221345;Joel;Curiel;Giménez;+34 962279081;4;1;
749466155;Javier;Santillán;Jaramillo;+34 980607327;5;3;
393336168;Helena;Martos;Molina;942054940;3;4;
707789060;Mario;Cabello;Nava;+34 946360175;5;4;
734674030;Josefa;De Anda;Mora;+34 908-101301;3;3;
253590611;Yeray;Terán;Madrid;+34 901-744194;1;2;
3921230;Lucas;Benito;Duarte;+34 924 47 9685;3;3;
206884413;Mara;Escamilla;Vélez;908903234;2;2;
354579767;Rayan;Palomino;Pascual;994 00 7703;2;3;
330186638;Andrés;Olvera;Báez;928-843260;1;4;
470550219;Marcos;Matos;Angulo;+34 941 07 6321;2;2;
614354817;Amparo;Escudero;Torres;954 384853;2;1;
451964914;Francisco;Vallejo;Dávila;957036656;5;4;
272789853;Raúl;Palacios;Vanegas;+34 921 13 6884;3;4;
251740344;David;Espino;Negrón;+34 952915109;1;3;
767703872;Joel;Vásquez;Mena;997-224939;2;1;
139764892;Ana Isabel;Rincón;Véliz;995-74-8593;2;1;
369131707;María Pilar;Rubio;Sánchez;902813615;2;1;
353334879;Ainara;Yáñez;Vanegas;+34 925806793;4;1;
667444138;Samuel;Hurtado;Expósito;+34 911 196893;3;4;
940836395;Aleix;Alfonso;Gaona;900-418544;4;4;
165110223;Alexia;León;Patiño;902 95 4497;4;1;
248797690;Ismael;Díez;Perales;973437284;1;1;
883387598;Marcos;Gámez;Uribe;+34 918370482;3;4;
345300349;Javier;Mota;Cuesta;950-70-6004;1;2;
127472360;Miguel;Rubio;Meléndez;907 64 4370;1;3;
887320744;Nuria;Font;Delacrúz;+34 984-461948;3;4;
744094625;Rosa María;Osorio;Almonte;+34 920934931;2;4;
419527544;Oliver;Téllez;Delvalle;+34 955-48-7024;4;3;
35736581;Diana;Almaráz;Gracia;901 50 0109;4;2;
113212856;Unai;Bustamante;Camarillo;+34 986 49 7099;3;1;
621962978;Adam;De la Cruz;Blanco;+34 903 367746;1;4;
801015990;Pol;Muñiz;Gonzáles;919 52 3274;4;2;
841467309;Ariadna;Carranza;Yáñez;+34 933-29-7159;2;1;
12886046;Samuel;Alcántar;Garay;+34 952-265547;1;2;
634717709;Berta;Reina;Mata;+34 976730020;4;4;
35823561;Jordi;Díaz;Mesa;+34 926 70 3982;2;4;
709970421;Andrea;Espinosa;Padrón;913 89 6759;2;3;
257791711;Adriana;Sanz;Pacheco;+34 963-785795;5;1;
321458561;Mario;Zamudio;Tapia;+34 958 819232;2;2;
855335773;Eduardo;Ponce;Guerra;+34 936-539438;4;2;
5350275;Carla;Gastélum;Perea;+34 996 280725;1;4;
539897509;Juan;Vanegas;Vila;955-432540;1;1;
415475100;Natalia;Pabón;Fonseca;+34 967 273051;2;3;
597484916;Rosa María;Llorente;Malave;+34 959-32-7410;5;3;
664351835;María Ángeles;Rico;Delatorre;+34 974-122381;2;1;
197023661;Mario;Díaz;Vergara;+34 930-698734;1;3;
729944651;Pedro;Zavala;Olivas;915995765;4;3;
402381137;Mateo;Amador;Noriega;904-09-0383;4;3;
315829062;Natalia;Garibay;Vigil;+34 961-53-6769;4;2;
748403789;Noa;Montes;Sanz;+34 955 05 4664;1;2;
194037319;Olivia;Clemente;Granados;943 593583;1;1;
928826143;Gabriela;Haro;Acuña;926-204467;4;3;
781353894;Ignacio;Toledo;Rueda;+34 905030897;5;3;
251512364;Eric;Hernándes;Altamirano;998 501039;3;2;
976143578;Zoe;Rodarte;Soriano;917343564;5;2;
172297202;Adam;Bueno;Negrón;998-239726;4;2;
15967769;Ona;Sotelo;Ocasio;921 922892;5;1;
88072141;Celia;Ayala;Pérez;919-213826;2;3;
995554974;Alexia;Nieves;Gámez;965 844188;3;2;
325714378;Iván;Loera;Huerta;994 07 7739;4;3;
181138735;Aleix;Salcedo;Fajardo;997-49-4881;4;2;
757313962;Ana María;Delrío;Gonzáles;916-92-1783;4;3;
372258498;Jorge;Redondo;Páez;+34 908 303400;3;3;
405473774;César;Correa;Alonso;936-940480;2;2;
361861339;Daniel;Armijo;Nájera;923-846996;3;1;
157132246;Ian;Sánchez;Cruz;+34 998 793443;3;4;
591539189;Alonso;Jáquez;Marco;933 09 5839;1;4;
447300682;Antonia;Granado;Giménez;+34 955863468;2;2;
281582431;Marina;Ávila;Molina;+34 933 20 7903;1;3;
737881099;Ignacio;Valero;Colunga;957578115;5;2;
81240682;Alexandra;Estrada;Lara;+34 963494093;4;1;
500364312;Carlota;Casárez;Cisneros;984 81 7981;4;4;
974070079;Eduardo;Preciado;Zayas;905-498616;2;4;
833235308;Silvia;Quiroz;Ochoa;+34 913184034;2;2;
861850747;Marc;Laboy;Montalvo;+34 937-77-6903;4;4;
155763452;Hugo;Peña;Cantú;+34 967968751;4;1;
113662863;Marco;Ramírez;Sarabia;+34 961 031262;4;1;
275703099;Cristian;Aguayo;Perales;+34 926 77 5532;1;1;
507109096;Ander;Rodríquez;Melgar;982-692360;4;1;
284381059;Salma;Meraz;Carrillo;+34 982 510660;3;1;
597679992;Ángel;Echevarría;Otero;933 27 9834;2;3;
747524537;María Carmen;Pabón;Montaño;+34 943 557161;5;4;
328539001;Eduardo;Prado;Piñeiro;940-714815;2;2;
39334037;Isaac;Villalobos;Vallejo;952 149596;4;4;
950485659;Julia;Abeyta;Lomeli;915 222007;2;4;
83203566;Margarita;Cintrón;Rivera;+34 973 241284;1;2;
822820014;Noa;Sosa;Tejeda;+34 924-071075;2;3;
311170203;Leire;Delagarza;Zayas;970-70-6435;4;1;
840501703;Nayara;Ponce;Córdoba;919 67 3122;2;1;
520807255;Cristina;Ruvalcaba;Maya;966-916770;4;1;
198864941;Juan José;Ocasio;Mateos;+34 913-41-8777;1;2;
310185541;Pablo;Portillo;Guzmán;970 88 9793;3;3;
425840678;Gabriela;Lozano;Arroyo;+34 976-506177;2;4;
10677877;María Dolores;Jurado;Zambrano;+34 981 414230;4;1;
763428684;Rubén;Sarabia;Baca;935770169;3;3;
920241265;Yaiza;Villanueva;Pulido;+34 975 41 5529;2;1;
54315302;Bruno;Martín;Ledesma;+34 905673342;3;4;
356007308;Enrique;Alejandro;Domínquez;+34 964-132546;5;1;
139431071;Ana María;Báez;Naranjo;+34 940 184787;2;1;
702133653;Patricia;Sisneros;Irizarry;965183241;5;2;
288470887;Alejandra;Carrera;Casares;+34 973-090629;2;3;
972299346;Noelia;Vicente;Longoria;+34 953052701;4;4;
776910888;Marta;Olivas;Lugo;+34 961 890952;3;1;
291531867;Nahia;Puig;Meléndez;902-340982;3;4;
620711239;Blanca;Tovar;Acosta;944-376317;4;2;
348622196;Claudia;Sáez;Jaimes;951 548148;3;4;
803916759;Marta;Rojo;Lucio;+34 935 542453;2;1;
512893923;Ian;Sola;Archuleta;920-10-2258;4;4;
403682515;Marco;Maestas;Beltrán;+34 974 54 5779;2;2;
570767443;Francisco Javier;Noriega;Ibarra;+34 939 52 6879;3;1;
783017741;Diego;Tapia;Pedraza;989-380968;3;2;
891767554;Adam;Menchaca;Zamora;908393070;1;4;
455558324;Lucas;Fuentes;Mata;+34 901-018090;2;2;
378481089;Jon;Ballesteros;Suárez;+34 991109863;2;1;
139565464;Izan;Rivera;Laureano;+34 913901315;5;4;
619827254;Aaron;Briones;Pacheco;+34 937-77-7572;2;3;
31423972;María Ángeles;Mayorga;Meza;982 06 2124;5;1;
27562685;Paola;Godínez;Lucas;+34 940 926712;4;2;
810434354;Olivia;Salcedo;Ríos;964959447;2;1;
692464764;Eduardo;Lugo;Patiño;911090617;2;2;
23305728;Emilia;Chávez;Orosco;987 109665;5;2;
247363245;César;Laureano;Valladares;+34 954-781940;1;3;
781084334;Jaime;Alonzo;Menéndez;+34 987 92 0249;3;3;
592700325;Emilia;Linares;Rivero;984 99 5308;5;2;
208727834;Santiago;Acosta;Alcaráz;+34 993233329;3;4;
456722299;Jorge;Lira;Gaitán;+34 975 96 4564;5;2;
879375053;Lucas;Viera;Montez;958-41-0696;3;1;
215772208;Lorena;De la Fuente;Roybal;988842862;4;1;
345461346;Lidia;Garrido;Marcos;955-880628;1;4;
992711045;Oriol;Lorenzo;Roldán;987-483318;1;3;
349383509;Jordi;Viera;Ordoñez;+34 968-099296;2;1;
755737369;Biel;Padilla;Cabán;938106832;3;4;
944540036;Jordi;Figueroa;Peres;+34 921-83-3766;4;3;
801850040;María;Borrego;Arias;951-396709;1;1;
419997838;Juana;Pichardo;Carretero;903737948;2;2;
908008517;Paula;Rubio;Adorno;966-252365;4;4;
659392001;David;Cotto;Castellanos;930-34-0807;4;3;
192068640;Eduardo;Tello;Bustos;998-87-7016;4;1;
971273831;Miriam;Brito;Villa;930 15 1434;4;2;
657352018;Isabel;Valero;Serrato;944-013523;5;2;
610722646;Lidia;Ulibarri;Delvalle;+34 908-519537;3;1;
811734837;Ariadna;Peres;Torres;+34 913 09 8624;1;4;
82734356;Juan José;Guajardo;Montemayor;983-42-8473;4;1;
197735129;Miriam;Guerra;Cervantes;988 88 9990;1;3;
810856915;Elsa;Ruíz;Gurule;959 280279;4;2;
246312929;Alonso;Rosa;Gamboa;+34 988 121768;4;4;
367019542;Nayara;Alanis;Escudero;+34 981 18 2518;5;2;
802809866;Fátima;Pons;Delapaz;905456031;2;1;
674154031;Aitor;Aguirre;Clemente;903 614641;2;1;
654150466;Enrique;Villagómez;Alva;+34 945-91-4388;5;4;
486389887;Aitor;Camarillo;Moreno;956-61-7931;3;2;
867590000;Unai;Del Río;Rosas;+34 984-78-7177;5;4;
146909752;Rosa;Saiz;Nieto;939 750382;1;2;
625494665;Ainara;Franco;Padrón;+34 950271433;2;3;
203874085;Olivia;Urbina;Olvera;+34 996-57-6617;5;3;
795925;Joel;Lomeli;Andreu;972 31 5285;4;1;
940643403;Nuria;Henríquez;Ordoñez;928 15 1042;3;1;
88940078;África;Montaño;Arroyo;+34 956-23-0789;3;2;
328809234;David;Orozco;Saldaña;+34 959876648;3;3;
597186778;Lara;Fonseca;Salvador;906 057862;3;4;
749832957;Raúl;Pedraza;Cintrón;943 45 3975;5;1;
41632703;Leire;Feliciano;Mora;+34 985 755561;3;1;
134716207;Victoria;Villegas;Bernal;+34 952 921519;4;4;
220595340;Alexandra;Cuellar;Verduzco;964-647159;3;1;
124888838;César;Villanueva;Casares;+34 993 05 6493;3;1;
13941824;África;Reynoso;Sarabia;+34 935-65-1400;2;3;
734430082;Vera;Córdoba;Prieto;916 673479;2;3;
586898973;Nicolás;Soriano;Lozano;972 305439;3;3;
627519277;Alejandro;Santillán;Cervantes;+34 943 95 2375;1;2;
647320882;Samuel;Camacho;Esteve;992 603099;3;4;
519670415;Rayan;Quezada;Aguilera;900 49 6606;4;3;
435834132;Isabel;Samaniego;Grijalva;+34 937 659451;1;4;
803099747;Jordi;Venegas;Tórrez;979014807;2;2;
814629599;Mario;Arroyo;Pastor;994-683137;3;4;
213515654;Juan José;Marín;Prieto;928-34-6445;3;3;
308065964;Arnau;Plaza;Ros;988 04 3412;4;1;
971876629;Aina;Valladares;Cedillo;+34 906-06-1361;5;4;
476376884;Candela;Maestas;Pantoja;922790656;3;2;
308788249;Noelia;Montoya;Delrío;978 81 2323;1;2;
182694202;Jaime;Núñez;Alonzo;992-783209;3;4;
577189059;Francisco Javier;Luque;Vázquez;956 649142;2;4;
897438623;Berta;Del Río;Nieves;+34 988-58-2793;5;1;
147183267;Luisa;Munguía;Ontiveros;984 243416;1;1;
278173963;África;Salazar;Román;976 598304;4;2;
591451792;Valeria;Muñoz;Collado;952 86 7686;4;3;
308103062;Samuel;Carretero;Pizarro;+34 935691875;2;2;
302313221;Olga;Ruvalcaba;Farías;+34 949-75-2812;1;3;
874887313;Alma;Limón;Vera;+34 913 46 6811;4;1;
448734088;Alberto;Alicea;Requena;+34 916 58 2905;5;4;
117974852;Miriam;Botello;Solano;+34 911-007441;1;4;
221112073;Esther;Peralta;Zambrano;+34 963 957704;2;2;
7047941;Elena;Del Río;Aguado;996 434408;1;2;
647103190;Claudia;Guevara;Carrasco;+34 960 08 9576;3;4;
901395067;Cristian;Laureano;Urías;928-078895;4;3;
663225958;Lucía;Mascareñas;Carrero;911 086307;3;3;
106791306;Irene;Iglesias;Arellano;+34 964769468;2;3;
840058551;Alma;Figueroa;Terán;999 619170;4;3;
877901088;Pablo;Bermejo;Abrego;+34 930-773350;3;2;
918270852;Izan;Vanegas;Mares;930-517883;2;3;
480606053;Isaac;Rodrigo;Oquendo;+34 983-52-8144;4;3;
911302362;Alex;Corrales;Yáñez;+34 996-75-7918;1;4;
815493783;Iker;Canales;Rocha;973 80 3962;2;2;
324569187;Gabriel;Alcántar;Cadena;905724075;2;4;
189220106;Gerard;Galarza;Malave;+34 927 50 1333;4;2;
634168885;Fátima;Enríquez;Canales;954 02 9952;4;1;
186836473;Aleix;Corrales;Zamudio;+34 908 877721;5;1;
679894561;Jaime;Gamboa;Villegas;+34 964505568;2;4;
261293829;Rayan;Báez;Escobedo;949 86 0468;4;3;
327221068;Miguel;Merino;Mateos;926908605;5;1;
493455049;Nadia;Nieves;Lucero;912 70 6955;4;1;
638879278;Carlos;Villegas;Lázaro;+34 935-919964;5;3;
905411398;Ander;Cavazos;Portillo;948-847075;2;4;
233884571;Eduardo;Carvajal;Villalba;+34 954 11 9460;5;4;
346337641;Rodrigo;Rendón;Rojo;+34 900-437228;4;4;
580661069;Eduardo;Arenas;Torres;922-733645;1;1;
918685013;Aaron;Calderón;Alcaráz;+34 903 356629;1;2;
603796309;Daniel;Orosco;Chacón;977-32-6271;5;2;
991433937;Pau;Báez;Olivárez;+34 914-313545;2;2;
220558984;Alberto;Ocasio;Sosa;911 69 2219;1;1;
305857571;Lidia;Jiménez;Oquendo;966-676919;3;4;
672606265;Luna;Valentín;Vela;+34 975-81-0716;1;4;
114325866;María Ángeles;Limón;Curiel;976007990;1;2;
938068233;Gael;Acevedo;Gurule;+34 995497224;1;2;
774558355;Sara;Morán;Valverde;906-77-0275;4;3;
861634538;Daniela;Zapata;Almonte;915-44-3045;1;1;
522866528;Mario;Duran;Valenzuela;940 109255;1;3;
672439109;Abril;Caldera;Chapa;+34 903 283755;1;4;
556237922;David;Verdugo;Núñez;949 85 1512;3;1;
119983847;Carolina;Cervantes;Ulloa;937 735897;3;1;
149406013;Yolanda;Delacrúz;Arguello;949 38 2051;2;3;
329568055;Mar;Mondragón;Marín;938 00 5713;4;3;
381973614;Úrsula;Gonzáles;Martí;+34 982 383180;2;2;
839609931;Pol;Adame;Frías;+34 904-340108;2;3;
917209034;Fátima;Plaza;Franco;907 18 0145;3;1;
628136991;Guillem;Canales;Castañeda;+34 988 79 0505;3;2;
49648958;Salma;Madera;Regalado;+34 965 45 2975;1;4;
6171822;Aitana;Jurado;Quintero;+34 985261919;5;2;
311579167;Esther;Orosco;Esteban;965-441498;5;1;
268977454;Julia;Raya;Delapaz;917-172172;4;3;
90446030;Pedro;Ros;Carrasquillo;+34 909 027245;2;4;
492172129;Marc;Mayorga;Garrido;920-09-5895;3;3;
462818715;Ángeles;Castañeda;Valladares;976 079160;2;3;
109085685;Alba;Sepúlveda;Palomo;900 51 9328;1;1;
696853957;Berta;Espino;Olivera;+34 965-178100;5;1;
6958241;Mateo;Verdugo;Segovia;973 61 1182;1;2;
694587520;Raquel;Bermúdez;Rosales;995-663527;3;4;
53521514;Beatriz;Galván;Villalpando;939 79 2492;3;2;
367791770;Alexia;Pulido;Vidal;904 39 0391;4;4;
857652801;Ainhoa;Zayas;Alemán;+34 974 036290;1;1;
149825242;Martín;Cortez;Galindo;+34 931-129161;2;4;
876157124;Oriol;Urbina;Madrigal;968 34 4812;5;4;
799811818;Juan José;Castillo;Archuleta;923 455807;5;2;
842073174;Beatriz;Toro;Elizondo;904-15-0188;1;1;
242742224;Jesús;Alemán;Font;+34 993-875804;5;2;
357928640;Jorge;Gutiérrez;Vicente;+34 913-380572;5;4;
481110054;Antonia;Delao;Hidalgo;+34 989-97-7989;4;3;
238403929;José;Varela;Tovar;955 40 1264;2;2;
